Country_Name,Year,Indicator,Value
USA,2003,index,91.0
USA,2004,index,92.0
USA,2004,index,93.0
USA,2004,index,94.0
USA,2004,index,95.0
USA,2004,index,96.0
USA,2004,index,97.0
USA,2004,index,98.0
USA,2004,index,99.0
USA,2004,index,100.0
USA,2004,index,101.0
USA,2004,index,102.0
USA,2004,index,103.0
USA,2004,index,104.0
USA,2004,index,105.0
USA,2004,index,106.0
USA,2004,index,107.0
USA,2004,index,108.0
USA,2004,index,109.0
USA,2004,index,110.0
USA,2004,index,111.0
USA,2004,index,112.0
USA,2004,index,113.0
USA,2004,index,114.0
USA,2005,index,115.0
USA,2005,index,116.0
USA,2005,index,117.0
USA,2005,index,118.0
USA,2005,index,119.0
USA,2005,index,120.0
USA,2005,index,121.0
USA,2005,index,122.0
USA,2005,index,123.0
USA,2005,index,124.0
USA,2005,index,125.0
USA,2005,index,126.0
USA,2005,index,127.0
USA,2005,index,128.0
USA,2005,index,129.0
USA,2005,index,130.0
USA,2005,index,131.0
USA,2005,index,132.0
USA,2005,index,133.0
USA,2005,index,134.0
USA,2005,index,135.0
USA,2005,index,136.0
USA,2005,index,137.0
USA,2006,index,138.0
USA,2006,index,139.0
USA,2006,index,140.0
USA,2006,index,141.0
USA,2006,index,142.0
USA,2006,index,143.0
USA,2006,index,144.0
USA,2006,index,145.0
USA,2006,index,146.0
USA,2006,index,147.0
USA,2006,index,148.0
USA,2006,index,149.0
USA,2006,index,150.0
USA,2006,index,151.0
USA,2006,index,152.0
USA,2006,index,153.0
USA,2006,index,154.0
USA,2006,index,155.0
USA,2006,index,156.0
USA,2006,index,157.0
USA,2006,index,158.0
USA,2006,index,159.0
USA,2006,index,160.0
USA,2007,index,161.0
USA,2007,index,162.0
USA,2007,index,163.0
USA,2007,index,164.0
USA,2007,index,165.0
USA,2007,index,166.0
USA,2007,index,167.0
USA,2007,index,168.0
USA,2007,index,169.0
USA,2007,index,170.0
USA,2007,index,171.0
USA,2007,index,172.0
USA,2007,index,173.0
USA,2007,index,174.0
USA,2007,index,175.0
USA,2007,index,176.0
USA,2007,index,177.0
USA,2007,index,178.0
USA,2007,index,179.0
USA,2007,index,180.0
USA,2007,index,181.0
USA,2007,index,182.0
USA,2007,index,183.0
USA,2008,index,184.0
USA,2008,index,185.0
USA,2008,index,186.0
USA,2008,index,187.0
USA,2008,index,188.0
USA,2008,index,189.0
USA,2008,index,190.0
USA,2008,index,191.0
USA,2008,index,192.0
USA,2008,index,193.0
USA,2008,index,194.0
USA,2008,index,195.0
USA,2008,index,196.0
USA,2008,index,197.0
USA,2008,index,198.0
USA,2008,index,199.0
USA,2008,index,200.0
USA,2008,index,201.0
USA,2008,index,202.0
USA,2008,index,203.0
USA,2008,index,204.0
USA,2008,index,205.0
USA,2008,index,206.0
USA,2009,index,207.0
USA,2009,index,208.0
USA,2009,index,209.0
USA,2009,index,210.0
USA,2009,index,211.0
USA,2009,index,212.0
USA,2009,index,213.0
USA,2009,index,214.0
USA,2009,index,215.0
USA,2009,index,216.0
USA,2009,index,217.0
USA,2009,index,218.0
USA,2009,index,219.0
USA,2009,index,220.0
USA,2009,index,221.0
USA,2009,index,222.0
USA,2009,index,223.0
USA,2009,index,224.0
USA,2009,index,225.0
USA,2009,index,226.0
USA,2009,index,227.0
USA,2009,index,228.0
USA,2009,index,229.0
USA,2010,index,230.0
USA,2010,index,231.0
USA,2010,index,232.0
USA,2010,index,233.0
USA,2010,index,234.0
USA,2010,index,235.0
USA,2010,index,236.0
USA,2010,index,237.0
USA,2010,index,238.0
USA,2010,index,239.0
USA,2010,index,240.0
USA,2010,index,241.0
USA,2010,index,242.0
USA,2010,index,243.0
USA,2010,index,244.0
USA,2010,index,245.0
USA,2010,index,246.0
USA,2010,index,247.0
USA,2010,index,248.0
USA,2010,index,249.0
USA,2010,index,250.0
USA,2010,index,251.0
USA,2010,index,252.0
USA,2011,index,253.0
USA,2011,index,254.0
USA,2011,index,255.0
USA,2011,index,256.0
USA,2011,index,257.0
USA,2011,index,258.0
USA,2011,index,259.0
USA,2011,index,260.0
USA,2011,index,261.0
USA,2011,index,262.0
USA,2011,index,263.0
USA,2011,index,264.0
USA,2011,index,265.0
USA,2011,index,266.0
USA,2011,index,267.0
USA,2011,index,268.0
USA,2011,index,269.0
USA,2011,index,270.0
USA,2011,index,271.0
USA,2011,index,272.0
USA,2011,index,273.0
USA,2011,index,274.0
USA,2011,index,275.0
USA,2012,index,276.0
USA,2012,index,277.0
USA,2012,index,278.0
USA,2012,index,279.0
USA,2012,index,280.0
USA,2012,index,281.0
USA,2012,index,282.0
USA,2012,index,283.0
USA,2012,index,284.0
USA,2012,index,285.0
USA,2012,index,286.0
USA,2012,index,287.0
USA,2012,index,288.0
USA,2012,index,289.0
USA,2012,index,290.0
USA,2012,index,291.0
USA,2012,index,292.0
USA,2012,index,293.0
USA,2012,index,294.0
USA,2012,index,295.0
USA,2012,index,296.0
USA,2012,index,297.0
USA,2012,index,298.0
USA,2013,index,299.0
USA,2013,index,300.0
USA,2013,index,301.0
USA,2013,index,302.0
USA,2013,index,303.0
USA,2013,index,304.0
USA,2013,index,305.0
USA,2013,index,306.0
USA,2013,index,307.0
USA,2013,index,308.0
USA,2013,index,309.0
USA,2013,index,310.0
USA,2013,index,311.0
USA,2013,index,312.0
USA,2013,index,313.0
USA,2013,index,314.0
USA,2013,index,315.0
USA,2013,index,316.0
USA,2013,index,317.0
USA,2013,index,318.0
USA,2013,index,319.0
USA,2013,index,320.0
USA,2013,index,321.0
USA,2014,index,322.0
USA,2014,index,323.0
USA,2014,index,324.0
USA,2014,index,325.0
USA,2014,index,326.0
USA,2014,index,327.0
USA,2014,index,328.0
USA,2014,index,329.0
USA,2014,index,330.0
USA,2014,index,331.0
USA,2014,index,332.0
USA,2014,index,333.0
USA,2014,index,334.0
USA,2014,index,335.0
USA,2014,index,336.0
USA,2014,index,337.0
USA,2014,index,338.0
USA,2014,index,339.0
USA,2014,index,340.0
USA,2014,index,341.0
USA,2014,index,342.0
USA,2014,index,343.0
USA,2014,index,344.0
USA,2015,index,345.0
USA,2015,index,346.0
USA,2015,index,347.0
USA,2015,index,348.0
USA,2015,index,349.0
USA,2015,index,350.0
USA,2015,index,351.0
USA,2015,index,352.0
USA,2015,index,353.0
USA,2015,index,354.0
USA,2015,index,355.0
USA,2015,index,356.0
USA,2015,index,357.0
USA,2015,index,358.0
USA,2015,index,359.0
USA,2015,index,360.0
USA,2015,index,361.0
USA,2015,index,362.0
USA,2015,index,363.0
USA,2015,index,364.0
USA,2015,index,365.0
USA,2015,index,366.0
USA,2015,index,367.0
USA,2016,index,368.0
USA,2016,index,369.0
USA,2016,index,370.0
USA,2016,index,371.0
USA,2016,index,372.0
USA,2016,index,373.0
USA,2016,index,374.0
USA,2016,index,375.0
USA,2016,index,376.0
USA,2016,index,377.0
USA,2016,index,378.0
USA,2016,index,379.0
USA,2016,index,380.0
USA,2016,index,381.0
USA,2016,index,382.0
USA,2016,index,383.0
USA,2016,index,384.0
USA,2016,index,385.0
USA,2016,index,386.0
USA,2016,index,387.0
USA,2016,index,388.0
USA,2016,index,389.0
USA,2016,index,390.0
USA,2017,index,391.0
USA,2017,index,392.0
USA,2017,index,393.0
USA,2017,index,394.0
USA,2017,index,395.0
USA,2017,index,396.0
USA,2017,index,397.0
USA,2017,index,398.0
USA,2017,index,399.0
USA,2017,index,400.0
USA,2017,index,401.0
USA,2017,index,402.0
USA,2017,index,403.0
USA,2017,index,404.0
USA,2017,index,405.0
USA,2017,index,406.0
USA,2017,index,407.0
USA,2017,index,408.0
USA,2017,index,409.0
USA,2017,index,410.0
USA,2017,index,411.0
USA,2017,index,412.0
USA,2017,index,413.0
USA,2018,index,414.0
USA,2018,index,415.0
USA,2018,index,416.0
USA,2018,index,417.0
USA,2018,index,418.0
USA,2018,index,419.0
USA,2018,index,420.0
USA,2018,index,421.0
USA,2018,index,422.0
USA,2018,index,423.0
USA,2018,index,424.0
USA,2018,index,425.0
USA,2018,index,426.0
USA,2018,index,427.0
USA,2018,index,428.0
USA,2018,index,429.0
USA,2018,index,430.0
USA,2018,index,431.0
USA,2018,index,432.0
USA,2018,index,433.0
USA,2018,index,434.0
USA,2018,index,435.0
USA,2018,index,436.0
USA,2019,index,437.0
USA,2019,index,438.0
USA,2019,index,439.0
USA,2019,index,440.0
USA,2019,index,441.0
USA,2019,index,442.0
USA,2019,index,443.0
USA,2019,index,444.0
USA,2019,index,445.0
USA,2019,index,446.0
USA,2019,index,447.0
USA,2019,index,448.0
USA,2019,index,449.0
USA,2019,index,450.0
USA,2019,index,451.0
USA,2019,index,452.0
USA,2019,index,453.0
USA,2019,index,454.0
USA,2019,index,455.0
USA,2019,index,456.0
USA,2019,index,457.0
USA,2019,index,458.0
USA,2019,index,459.0
USA,2020,index,460.0
USA,2020,index,461.0
USA,2020,index,462.0
USA,2020,index,463.0
USA,2020,index,464.0
USA,2020,index,465.0
USA,2020,index,466.0
USA,2020,index,467.0
USA,2020,index,468.0
USA,2020,index,469.0
USA,2020,index,470.0
USA,2020,index,471.0
USA,2020,index,472.0
USA,2020,index,473.0
USA,2020,index,474.0
USA,2020,index,475.0
USA,2020,index,476.0
USA,2020,index,477.0
USA,2020,index,478.0
USA,2020,index,479.0
USA,2020,index,480.0
USA,2020,index,481.0
USA,2020,index,482.0
USA,2021,index,483.0
USA,2021,index,484.0
USA,2021,index,485.0
USA,2021,index,486.0
USA,2021,index,487.0
USA,2021,index,488.0
USA,2021,index,489.0
USA,2021,index,490.0
USA,2021,index,491.0
USA,2021,index,492.0
USA,2021,index,493.0
USA,2021,index,494.0
USA,2021,index,495.0
USA,2021,index,496.0
USA,2021,index,497.0
USA,2021,index,498.0
USA,2021,index,499.0
USA,2021,index,500.0
USA,2021,index,501.0
USA,2021,index,502.0
USA,2021,index,503.0
USA,2021,index,504.0
USA,2021,index,505.0
USA,2022,index,506.0
USA,2022,index,507.0
USA,2022,index,508.0
USA,2022,index,509.0
USA,2022,index,510.0
USA,2022,index,511.0
USA,2022,index,512.0
USA,2022,index,513.0
USA,2022,index,514.0
USA,2022,index,515.0
USA,2022,index,516.0
USA,2022,index,517.0
USA,2022,index,518.0
USA,2022,index,519.0
USA,2022,index,520.0
USA,2022,index,521.0
USA,2022,index,522.0
USA,2022,index,523.0
USA,2022,index,524.0
USA,2022,index,525.0
USA,2022,index,526.0
USA,2022,index,527.0
USA,2022,index,528.0
USA,2023,index,529.0
USA,2023,index,530.0
USA,2023,index,531.0
USA,2023,index,532.0
USA,2023,index,533.0
USA,2023,index,534.0
USA,2023,index,535.0
USA,2023,index,536.0
USA,2023,index,537.0
USA,2023,index,538.0
USA,2023,index,539.0
USA,2023,index,540.0
USA,2023,index,541.0
USA,2023,index,542.0
USA,2023,index,543.0
USA,2023,index,544.0
USA,2023,index,545.0
USA,2023,index,546.0
USA,2023,index,547.0
USA,2023,index,548.0
USA,2023,index,549.0
USA,2023,index,550.0
USA,2023,index,551.0
IND,2000,index,552.0
IND,2000,index,553.0
IND,2000,index,554.0
IND,2000,index,555.0
IND,2000,index,556.0
IND,2000,index,557.0
IND,2000,index,558.0
IND,2000,index,559.0
IND,2000,index,560.0
IND,2000,index,561.0
IND,2000,index,562.0
IND,2000,index,563.0
IND,2000,index,564.0
IND,2000,index,565.0
IND,2000,index,566.0
IND,2000,index,567.0
IND,2000,index,568.0
IND,2000,index,569.0
IND,2000,index,570.0
IND,2000,index,571.0
IND,2000,index,572.0
IND,2000,index,573.0
IND,2000,index,574.0
IND,2001,index,575.0
IND,2001,index,576.0
IND,2001,index,577.0
IND,2001,index,578.0
IND,2001,index,579.0
IND,2001,index,580.0
IND,2001,index,581.0
IND,2001,index,582.0
IND,2001,index,583.0
IND,2001,index,584.0
IND,2001,index,585.0
IND,2001,index,586.0
IND,2001,index,587.0
IND,2001,index,588.0
IND,2001,index,589.0
IND,2001,index,590.0
IND,2001,index,591.0
IND,2001,index,592.0
IND,2001,index,593.0
IND,2001,index,594.0
IND,2001,index,595.0
IND,2001,index,596.0
IND,2001,index,597.0
IND,2002,index,598.0
IND,2002,index,599.0
IND,2002,index,600.0
IND,2002,index,601.0
IND,2002,index,602.0
IND,2002,index,603.0
IND,2002,index,604.0
IND,2002,index,605.0
IND,2002,index,606.0
IND,2002,index,607.0
IND,2002,index,608.0
IND,2002,index,609.0
IND,2002,index,610.0
IND,2002,index,611.0
IND,2002,index,612.0
IND,2002,index,613.0
IND,2002,index,614.0
IND,2002,index,615.0
IND,2002,index,616.0
IND,2002,index,617.0
IND,2002,index,618.0
IND,2002,index,619.0
IND,2002,index,620.0
IND,2003,index,621.0
IND,2003,index,622.0
IND,2003,index,623.0
IND,2003,index,624.0
IND,2003,index,625.0
IND,2003,index,626.0
IND,2003,index,627.0
IND,2003,index,628.0
IND,2003,index,629.0
IND,2003,index,630.0
IND,2003,index,631.0
IND,2003,index,632.0
IND,2003,index,633.0
IND,2003,index,634.0
IND,2003,index,635.0
IND,2003,index,636.0
IND,2003,index,637.0
IND,2003,index,638.0
IND,2003,index,639.0
IND,2003,index,640.0
IND,2003,index,641.0
IND,2003,index,642.0
IND,2003,index,643.0
IND,2004,index,644.0
IND,2004,index,645.0
IND,2004,index,646.0
IND,2004,index,647.0
IND,2004,index,648.0
IND,2004,index,649.0
IND,2004,index,650.0
IND,2004,index,651.0
IND,2004,index,652.0
IND,2004,index,653.0
IND,2004,index,654.0
IND,2004,index,655.0
IND,2004,index,656.0
IND,2004,index,657.0
IND,2004,index,658.0
IND,2004,index,659.0
IND,2004,index,660.0
IND,2004,index,661.0
IND,2004,index,662.0
IND,2004,index,663.0
IND,2004,index,664.0
IND,2004,index,665.0
IND,2004,index,666.0
IND,2005,index,667.0
IND,2005,index,668.0
IND,2005,index,669.0
IND,2005,index,670.0
IND,2005,index,671.0
IND,2005,index,672.0
IND,2005,index,673.0
IND,2005,index,674.0
IND,2005,index,675.0
IND,2005,index,676.0
IND,2005,index,677.0
IND,2005,index,678.0
IND,2005,index,679.0
IND,2005,index,680.0
IND,2005,index,681.0
IND,2005,index,682.0
IND,2005,index,683.0
IND,2005,index,684.0
IND,2005,index,685.0
IND,2005,index,686.0
IND,2005,index,687.0
IND,2005,index,688.0
IND,2005,index,689.0
IND,2006,index,690.0
IND,2006,index,691.0
IND,2006,index,692.0
IND,2006,index,693.0
IND,2006,index,694.0
IND,2006,index,695.0
IND,2006,index,696.0
IND,2006,index,697.0
IND,2006,index,698.0
IND,2006,index,699.0
IND,2006,index,700.0
IND,2006,index,701.0
IND,2006,index,702.0
IND,2006,index,703.0
IND,2006,index,704.0
IND,2006,index,705.0
IND,2006,index,706.0
IND,2006,index,707.0
IND,2006,index,708.0
IND,2006,index,709.0
IND,2006,index,710.0
IND,2006,index,711.0
IND,2006,index,712.0
IND,2007,index,713.0
IND,2007,index,714.0
IND,2007,index,715.0
IND,2007,index,716.0
IND,2007,index,717.0
IND,2007,index,718.0
IND,2007,index,719.0
IND,2007,index,720.0
IND,2007,index,721.0
IND,2007,index,722.0
IND,2007,index,723.0
IND,2007,index,724.0
IND,2007,index,725.0
IND,2007,index,726.0
IND,2007,index,727.0
IND,2007,index,728.0
IND,2007,index,729.0
IND,2007,index,730.0
IND,2007,index,731.0
IND,2007,index,732.0
IND,2007,index,733.0
IND,2007,index,734.0
IND,2007,index,735.0
IND,2008,index,736.0
IND,2008,index,737.0
IND,2008,index,738.0
IND,2008,index,739.0
IND,2008,index,740.0
IND,2008,index,741.0
IND,2008,index,742.0
IND,2008,index,743.0
IND,2008,index,744.0
IND,2008,index,745.0
IND,2008,index,746.0
IND,2008,index,747.0
IND,2008,index,748.0
IND,2008,index,749.0
IND,2008,index,750.0
IND,2008,index,751.0
IND,2008,index,752.0
IND,2008,index,753.0
IND,2008,index,754.0
IND,2008,index,755.0
IND,2008,index,756.0
IND,2008,index,757.0
IND,2008,index,758.0
IND,2009,index,759.0
IND,2009,index,760.0
IND,2009,index,761.0
IND,2009,index,762.0
IND,2009,index,763.0
IND,2009,index,764.0
IND,2009,index,765.0
IND,2009,index,766.0
IND,2009,index,767.0
IND,2009,index,768.0
IND,2009,index,769.0
IND,2009,index,770.0
IND,2009,index,771.0
IND,2009,index,772.0
IND,2009,index,773.0
IND,2009,index,774.0
IND,2009,index,775.0
IND,2009,index,776.0
IND,2009,index,777.0
IND,2009,index,778.0
IND,2009,index,779.0
IND,2009,index,780.0
IND,2009,index,781.0
IND,2010,index,782.0
IND,2010,index,783.0
IND,2010,index,784.0
IND,2010,index,785.0
IND,2010,index,786.0
IND,2010,index,787.0
IND,2010,index,788.0
IND,2010,index,789.0
IND,2010,index,790.0
IND,2010,index,791.0
IND,2010,index,792.0
IND,2010,index,793.0
IND,2010,index,794.0
IND,2010,index,795.0
IND,2010,index,796.0
IND,2010,index,797.0
IND,2010,index,798.0
IND,2010,index,799.0
IND,2010,index,800.0
IND,2010,index,801.0
IND,2010,index,802.0
IND,2010,index,803.0
IND,2010,index,804.0
IND,2011,index,805.0
IND,2011,index,806.0
IND,2011,index,807.0
IND,2011,index,808.0
IND,2011,index,809.0
IND,2011,index,810.0
IND,2011,index,811.0
IND,2011,index,812.0
IND,2011,index,813.0
IND,2011,index,814.0
IND,2011,index,815.0
IND,2011,index,816.0
IND,2011,index,817.0
IND,2011,index,818.0
IND,2011,index,819.0
IND,2011,index,820.0
IND,2011,index,821.0
IND,2011,index,822.0
IND,2011,index,823.0
IND,2011,index,824.0
IND,2011,index,825.0
IND,2011,index,826.0
IND,2011,index,827.0
IND,2012,index,828.0
IND,2012,index,829.0
IND,2012,index,830.0
IND,2012,index,831.0
IND,2012,index,832.0
IND,2012,index,833.0
IND,2012,index,834.0
IND,2012,index,835.0
IND,2012,index,836.0
IND,2012,index,837.0
IND,2012,index,838.0
IND,2012,index,839.0
IND,2012,index,840.0
IND,2012,index,841.0
IND,2012,index,842.0
IND,2012,index,843.0
IND,2012,index,844.0
IND,2012,index,845.0
IND,2012,index,846.0
IND,2012,index,847.0
IND,2012,index,848.0
IND,2012,index,849.0
IND,2012,index,850.0
IND,2013,index,851.0
IND,2013,index,852.0
IND,2013,index,853.0
IND,2013,index,854.0
IND,2013,index,855.0
IND,2013,index,856.0
IND,2013,index,857.0
IND,2013,index,858.0
IND,2013,index,859.0
IND,2013,index,860.0
IND,2013,index,861.0
IND,2013,index,862.0
IND,2013,index,863.0
IND,2013,index,864.0
IND,2013,index,865.0
IND,2013,index,866.0
IND,2013,index,867.0
IND,2013,index,868.0
IND,2013,index,869.0
IND,2013,index,870.0
IND,2013,index,871.0
IND,2013,index,872.0
IND,2013,index,873.0
IND,2014,index,874.0
IND,2014,index,875.0
IND,2014,index,876.0
IND,2014,index,877.0
IND,2014,index,878.0
IND,2014,index,879.0
IND,2014,index,880.0
IND,2014,index,881.0
IND,2014,index,882.0
IND,2014,index,883.0
IND,2014,index,884.0
IND,2014,index,885.0
IND,2014,index,886.0
IND,2014,index,887.0
IND,2014,index,888.0
IND,2014,index,889.0
IND,2014,index,890.0
IND,2014,index,891.0
IND,2014,index,892.0
IND,2014,index,893.0
IND,2014,index,894.0
IND,2014,index,895.0
IND,2014,index,896.0
IND,2015,index,897.0
IND,2015,index,898.0
IND,2015,index,899.0
IND,2015,index,900.0
IND,2015,index,901.0
IND,2015,index,902.0
IND,2015,index,903.0
IND,2015,index,904.0
IND,2015,index,905.0
IND,2015,index,906.0
IND,2015,index,907.0
IND,2015,index,908.0
IND,2015,index,909.0
IND,2015,index,910.0
IND,2015,index,911.0
IND,2015,index,912.0
IND,2015,index,913.0
IND,2015,index,914.0
IND,2015,index,915.0
IND,2015,index,916.0
IND,2015,index,917.0
IND,2015,index,918.0
IND,2015,index,919.0
IND,2016,index,920.0
IND,2016,index,921.0
IND,2016,index,922.0
IND,2016,index,923.0
IND,2016,index,924.0
IND,2016,index,925.0
IND,2016,index,926.0
IND,2016,index,927.0
IND,2016,index,928.0
IND,2016,index,929.0
IND,2016,index,930.0
IND,2016,index,931.0
IND,2016,index,932.0
IND,2016,index,933.0
IND,2016,index,934.0
IND,2016,index,935.0
IND,2016,index,936.0
IND,2016,index,937.0
IND,2016,index,938.0
IND,2016,index,939.0
IND,2016,index,940.0
IND,2016,index,941.0
IND,2016,index,942.0
IND,2017,index,943.0
IND,2017,index,944.0
IND,2017,index,945.0
IND,2017,index,946.0
IND,2017,index,947.0
IND,2017,index,948.0
IND,2017,index,949.0
IND,2017,index,950.0
IND,2017,index,951.0
IND,2017,index,952.0
IND,2017,index,953.0
IND,2017,index,954.0
IND,2017,index,955.0
IND,2017,index,956.0
IND,2017,index,957.0
IND,2017,index,958.0
IND,2017,index,959.0
IND,2017,index,960.0
IND,2017,index,961.0
IND,2017,index,962.0
IND,2017,index,963.0
IND,2017,index,964.0
IND,2017,index,965.0
IND,2018,index,966.0
IND,2018,index,967.0
IND,2018,index,968.0
IND,2018,index,969.0
IND,2018,index,970.0
IND,2018,index,971.0
IND,2018,index,972.0
IND,2018,index,973.0
IND,2018,index,974.0
IND,2018,index,975.0
IND,2018,index,976.0
IND,2018,index,977.0
IND,2018,index,978.0
IND,2018,index,979.0
IND,2018,index,980.0
IND,2018,index,981.0
IND,2018,index,982.0
IND,2018,index,983.0
IND,2018,index,984.0
IND,2018,index,985.0
IND,2018,index,986.0
IND,2018,index,987.0
IND,2018,index,988.0
IND,2019,index,989.0
IND,2019,index,990.0
IND,2019,index,991.0
IND,2019,index,992.0
IND,2019,index,993.0
IND,2019,index,994.0
IND,2019,index,995.0
IND,2019,index,996.0
IND,2019,index,997.0
IND,2019,index,998.0
IND,2019,index,999.0
IND,2019,index,1000.0
IND,2019,index,1001.0
IND,2019,index,1002.0
IND,2019,index,1003.0
IND,2019,index,1004.0
IND,2019,index,1005.0
IND,2019,index,1006.0
IND,2019,index,1007.0
IND,2019,index,1008.0
IND,2019,index,1009.0
IND,2019,index,1010.0
IND,2019,index,1011.0
IND,2020,index,1012.0
IND,2020,index,1013.0
IND,2020,index,1014.0
IND,2020,index,1015.0
IND,2020,index,1016.0
IND,2020,index,1017.0
IND,2020,index,1018.0
IND,2020,index,1019.0
IND,2020,index,1020.0
IND,2020,index,1021.0
IND,2020,index,1022.0
IND,2020,index,1023.0
IND,2020,index,1024.0
IND,2020,index,1025.0
IND,2020,index,1026.0
IND,2020,index,1027.0
IND,2020,index,1028.0
IND,2020,index,1029.0
IND,2020,index,1030.0
IND,2020,index,1031.0
IND,2020,index,1032.0
IND,2020,index,1033.0
IND,2020,index,1034.0
IND,2021,index,1035.0
IND,2021,index,1036.0
IND,2021,index,1037.0
IND,2021,index,1038.0
IND,2021,index,1039.0
IND,2021,index,1040.0
IND,2021,index,1041.0
IND,2021,index,1042.0
IND,2021,index,1043.0
IND,2021,index,1044.0
IND,2021,index,1045.0
IND,2021,index,1046.0
IND,2021,index,1047.0
IND,2021,index,1048.0
IND,2021,index,1049.0
IND,2021,index,1050.0
IND,2021,index,1051.0
IND,2021,index,1052.0
IND,2021,index,1053.0
IND,2021,index,1054.0
IND,2021,index,1055.0
IND,2021,index,1056.0
IND,2021,index,1057.0
IND,2022,index,1058.0
IND,2022,index,1059.0
IND,2022,index,1060.0
IND,2022,index,1061.0
IND,2022,index,1062.0
IND,2022,index,1063.0
IND,2022,index,1064.0
IND,2022,index,1065.0
IND,2022,index,1066.0
IND,2022,index,1067.0
IND,2022,index,1068.0
IND,2022,index,1069.0
IND,2022,index,1070.0
IND,2022,index,1071.0
IND,2022,index,1072.0
IND,2022,index,1073.0
IND,2022,index,1074.0
IND,2022,index,1075.0
IND,2022,index,1076.0
IND,2022,index,1077.0
IND,2022,index,1078.0
IND,2022,index,1079.0
IND,2022,index,1080.0
IND,2023,index,1081.0
IND,2023,index,1082.0
IND,2023,index,1083.0
IND,2023,index,1084.0
IND,2023,index,1085.0
IND,2023,index,1086.0
IND,2023,index,1087.0
IND,2023,index,1088.0
IND,2023,index,1089.0
IND,2023,index,1090.0
IND,2023,index,1091.0
IND,2023,index,1092.0
IND,2023,index,1093.0
IND,2023,index,1094.0
IND,2023,index,1095.0
IND,2023,index,1096.0
IND,2023,index,1097.0
IND,2023,index,1098.0
IND,2023,index,1099.0
IND,2023,index,1100.0
IND,2023,index,1101.0
IND,2023,index,1102.0
IND,2023,index,1103.0
CHN,2000,index,1104.0
CHN,2000,index,1105.0
CHN,2000,index,1106.0
CHN,2000,index,1107.0
CHN,2000,index,1108.0
CHN,2000,index,1109.0
CHN,2000,index,1110.0
CHN,2000,index,1111.0
CHN,2000,index,1112.0
CHN,2000,index,1113.0
CHN,2000,index,1114.0
CHN,2000,index,1115.0
CHN,2000,index,1116.0
CHN,2000,index,1117.0
CHN,2000,index,1118.0
CHN,2000,index,1119.0
CHN,2000,index,1120.0
CHN,2000,index,1121.0
CHN,2000,index,1122.0
CHN,2000,index,1123.0
CHN,2000,index,1124.0
CHN,2000,index,1125.0
CHN,2000,index,1126.0
CHN,2001,index,1127.0
CHN,2001,index,1128.0
CHN,2001,index,1129.0
CHN,2001,index,1130.0
CHN,2001,index,1131.0
CHN,2001,index,1132.0
CHN,2001,index,1133.0
CHN,2001,index,1134.0
CHN,2001,index,1135.0
CHN,2001,index,1136.0
CHN,2001,index,1137.0
CHN,2001,index,1138.0
CHN,2001,index,1139.0
CHN,2001,index,1140.0
CHN,2001,index,1141.0
CHN,2001,index,1142.0
CHN,2001,index,1143.0
CHN,2001,index,1144.0
CHN,2001,index,1145.0
CHN,2001,index,1146.0
